cod_ibge,municipio,ano,area_km2,populacao,galinaceos,suinos,suinos_km2,galinaceos_km2,suinos_hab,galinaceos_hab
4102000,Assis Chateaubriand,2008,983.0,33077,3254971.0,21540.0,21.91,3311.3,0.651,98.4
4102000,Assis Chateaubriand,2009,983.0,33023,3338771.0,20701.0,21.06,3396.5,0.627,101.1
4102000,Assis Chateaubriand,2010,983.0,33013,4114205.0,41594.0,42.31,4185.4,1.26,124.6
4102000,Assis Chateaubriand,2011,983.0,33003,4388912.0,36704.0,37.34,4464.8,1.112,133.0
4102000,Assis Chateaubriand,2012,983.0,32981,4608357.0,34095.0,34.68,4688.1,1.034,139.7
4102000,Assis Chateaubriand,2013,983.0,33988,5530020.0,30530.0,31.06,5625.7,0.898,162.7
4102000,Assis Chateaubriand,2014,983.0,34008,5511231.0,32051.0,32.61,5606.5,0.942,162.1
4102000,Assis Chateaubriand,2015,983.0,34027,5914950.0,30873.0,31.41,6017.2,0.907,173.8
4102000,Assis Chateaubriand,2016,983.0,34046,6309694.0,31320.0,31.86,6418.8,0.92,185.3
4102000,Assis Chateaubriand,2017,983.0,34064,6909431.0,33055.0,33.63,7028.9,0.97,202.8
4102000,Assis Chateaubriand,2018,983.0,33397,6417177.0,37940.0,38.6,6528.2,1.136,192.1
4102000,Assis Chateaubriand,2019,983.0,33362,6598185.0,38820.0,39.49,6712.3,1.164,197.8
4102000,Assis Chateaubriand,2020,983.0,33340,7821837.0,34584.0,35.18,7957.1,1.037,234.6
4102000,Assis Chateaubriand,2021,983.0,33306,8211615.0,39055.0,39.73,8353.6,1.173,246.6
4102000,Assis Chateaubriand,2022,983.0,34906,7900035.0,39291.0,39.97,8036.7,1.126,226.3
4102000,Assis Chateaubriand,2023,983.0,36505,8652724.0,41355.0,42.07,8802.4,1.133,237.0
4102000,Assis Chateaubriand,2024,983.0,38105,8638893.0,43587.0,44.34,8788.3,1.144,226.7
4102000,Assis Chateaubriand,2025,983.0,38357,8638893.0,43587.0,44.34,8788.3,1.136,225.2
4102000,Assis Chateaubriand,2026,983.0,38357,8638893.0,43587.0,44.34,8788.3,1.136,225.2
4103057,Boa Vista da Aparecida,2008,266.8,7972,1083510.0,7797.0,29.22,4061.1,0.978,135.9
4103057,Boa Vista da Aparecida,2009,266.8,7919,834619.0,5232.0,19.61,3128.3,0.661,105.4
4103057,Boa Vista da Aparecida,2010,266.8,7896,798788.0,4998.0,18.73,2994.0,0.633,101.2
4103057,Boa Vista da Aparecida,2011,266.8,7872,836218.0,5249.0,19.67,3134.3,0.667,106.2
4103057,Boa Vista da Aparecida,2012,266.8,7834,832951.0,8420.0,31.56,3122.0,1.075,106.3
4103057,Boa Vista da Aparecida,2013,266.8,8028,606441.0,3971.0,14.88,2273.0,0.495,75.5
4103057,Boa Vista da Aparecida,2014,266.8,7998,708000.0,3340.0,12.52,2653.7,0.418,88.5
4103057,Boa Vista da Aparecida,2015,266.8,7968,696187.0,3558.0,13.34,2609.4,0.447,87.4
4103057,Boa Vista da Aparecida,2016,266.8,7939,741840.0,3583.0,13.43,2780.5,0.451,93.4
4103057,Boa Vista da Aparecida,2017,266.8,7911,525982.0,1737.0,6.51,1971.4,0.22,66.5
4103057,Boa Vista da Aparecida,2018,266.8,7643,521014.0,1706.0,6.39,1952.8,0.223,68.2
4103057,Boa Vista da Aparecida,2019,266.8,7591,520900.0,1743.0,6.53,1952.4,0.23,68.6
4103057,Boa Vista da Aparecida,2020,266.8,7540,521000.0,1863.0,6.98,1952.8,0.247,69.1
4103057,Boa Vista da Aparecida,2021,266.8,7524,859557.0,1395.0,5.23,3221.7,0.185,114.2
4103057,Boa Vista da Aparecida,2022,266.8,7694,935742.0,1152.0,4.32,3507.3,0.15,121.6
4103057,Boa Vista da Aparecida,2023,266.8,7864,684105.0,862.0,3.23,2564.1,0.11,87.0
4103057,Boa Vista da Aparecida,2024,266.8,8034,678000.0,976.0,3.66,2541.2,0.121,84.4
4103057,Boa Vista da Aparecida,2025,266.8,8023,678000.0,976.0,3.66,2541.2,0.122,84.5
4103057,Boa Vista da Aparecida,2026,266.8,8023,678000.0,976.0,3.66,2541.2,0.122,84.5
4103354,Braganey,2008,344.2,6213,310638.0,6862.0,19.94,902.5,1.104,50.0
4103354,Braganey,2009,344.2,6209,252124.0,4435.0,12.88,732.5,0.714,40.6
4103354,Braganey,2010,344.2,5954,230878.0,4800.0,13.95,670.8,0.806,38.8
4103354,Braganey,2011,344.2,5700,243127.0,4932.0,14.33,706.4,0.865,42.7
4103354,Braganey,2012,344.2,5667,224350.0,5226.0,15.18,651.8,0.922,39.6
4103354,Braganey,2013,344.2,5799,235567.0,5383.0,15.64,684.4,0.928,40.6
4103354,Braganey,2014,344.2,5770,247345.0,5545.0,16.11,718.6,0.961,42.9
4103354,Braganey,2015,344.2,5742,290600.0,1350.0,3.92,844.3,0.235,50.6
4103354,Braganey,2016,344.2,5714,600000.0,454.0,1.32,1743.2,0.079,105.0
4103354,Braganey,2017,344.2,5687,580500.0,426.0,1.24,1686.5,0.075,102.1
4103354,Braganey,2018,344.2,5473,490400.0,967.0,2.81,1424.8,0.177,89.6
4103354,Braganey,2019,344.2,5427,433480.0,896.0,2.6,1259.4,0.165,79.9
4103354,Braganey,2020,344.2,5382,434000.0,844.0,2.45,1260.9,0.157,80.6
4103354,Braganey,2021,344.2,5338,635093.0,911.0,2.65,1845.1,0.171,119.0
4103354,Braganey,2022,344.2,5159,645093.0,827.0,2.4,1874.2,0.16,125.0
4103354,Braganey,2023,344.2,4981,486640.0,772.0,2.24,1413.8,0.155,97.7
4103354,Braganey,2024,344.2,4802,480040.0,814.0,2.36,1394.7,0.17,100.0
4103354,Braganey,2025,344.2,4745,480040.0,814.0,2.36,1394.7,0.172,101.2
4103354,Braganey,2026,344.2,4745,480040.0,814.0,2.36,1394.7,0.172,101.2
4103453,Cafelandia,2008,275.5,13776,4407526.0,30118.0,109.32,15998.3,2.186,319.9
4103453,Cafelandia,2009,275.5,14034,4076488.0,33080.0,120.07,14796.7,2.357,290.5
4103453,Cafelandia,2010,275.5,14484,4513079.0,13387.0,48.59,16381.4,0.924,311.6
4103453,Cafelandia,2011,275.5,14933,4571184.0,12562.0,45.6,16592.3,0.841,306.1
4103453,Cafelandia,2012,275.5,15194,4804910.0,11640.0,42.25,17440.7,0.766,316.2
4103453,Cafelandia,2013,275.5,16020,5476560.0,12350.0,44.83,19878.6,0.771,341.9
4103453,Cafelandia,2014,275.5,16321,5607565.0,27290.0,99.06,20354.1,1.672,343.6
4103453,Cafelandia,2015,275.5,16611,6560851.0,31143.0,113.04,23814.3,1.875,395.0
4103453,Cafelandia,2016,275.5,16896,5668026.0,67800.0,246.1,20573.6,4.013,335.5
4103453,Cafelandia,2017,275.5,17175,5462664.0,98196.0,356.43,19828.2,5.717,318.1
4103453,Cafelandia,2018,275.5,17775,5899320.0,96355.0,349.75,21413.1,5.421,331.9
4103453,Cafelandia,2019,275.5,18120,5491127.0,65639.0,238.25,19931.5,3.622,303.0
4103453,Cafelandia,2020,275.5,18456,5676372.0,72611.0,263.56,20603.9,3.934,307.6
4103453,Cafelandia,2021,275.5,18783,5402500.0,86859.0,315.28,19609.8,4.624,287.6
4103453,Cafelandia,2022,275.5,19137,5618732.0,69500.0,252.27,20394.7,3.632,293.6
4103453,Cafelandia,2023,275.5,19490,5785031.0,67823.0,246.18,20998.3,3.48,296.8
4103453,Cafelandia,2024,275.5,19844,5862749.0,85233.0,309.38,21280.4,4.295,295.4
4103453,Cafelandia,2025,275.5,20145,5862749.0,85233.0,309.38,21280.4,4.231,291.0
4103453,Cafelandia,2026,275.5,20145,5862749.0,85233.0,309.38,21280.4,4.231,291.0
4104600,Capitao Leonidas Marques,2008,280.6,13929,3077410.0,15315.0,54.58,10967.2,1.1,220.9
4104600,Capitao Leonidas Marques,2009,280.6,13870,2319937.0,11033.0,39.32,8267.8,0.795,167.3
4104600,Capitao Leonidas Marques,2010,280.6,14443,2148241.0,11305.0,40.29,7655.9,0.783,148.7
4104600,Capitao Leonidas Marques,2011,280.6,15016,2255652.0,11977.0,42.68,8038.7,0.798,150.2
4104600,Capitao Leonidas Marques,2012,280.6,15060,2079678.0,12576.0,44.82,7411.5,0.835,138.1
4104600,Capitao Leonidas Marques,2013,280.6,15592,2183661.0,13079.0,46.61,7782.1,0.839,140.1
4104600,Capitao Leonidas Marques,2014,280.6,15659,2212048.0,13498.0,48.1,7883.3,0.862,141.3
4104600,Capitao Leonidas Marques,2015,280.6,15724,1985000.0,7435.0,26.5,7074.1,0.473,126.2
4104600,Capitao Leonidas Marques,2016,280.6,15788,2867007.0,7273.0,25.92,10217.4,0.461,181.6
4104600,Capitao Leonidas Marques,2017,280.6,15850,2555340.0,6528.0,23.26,9106.7,0.412,161.2
4104600,Capitao Leonidas Marques,2018,280.6,15724,2534000.0,8848.0,31.53,9030.6,0.563,161.2
4104600,Capitao Leonidas Marques,2019,280.6,15780,2514040.0,5251.0,18.71,8959.5,0.333,159.3
4104600,Capitao Leonidas Marques,2020,280.6,15834,2520000.0,4243.0,15.12,8980.8,0.268,159.2
4104600,Capitao Leonidas Marques,2021,280.6,15887,2784904.0,5556.0,19.8,9924.8,0.35,175.3
4104600,Capitao Leonidas Marques,2022,280.6,15523,2727480.0,5039.0,17.96,9720.2,0.325,175.7
4104600,Capitao Leonidas Marques,2023,280.6,15160,1699780.0,4731.0,16.86,6057.7,0.312,112.1
4104600,Capitao Leonidas Marques,2024,280.6,14796,1700000.0,4900.0,17.46,6058.4,0.331,114.9
4104600,Capitao Leonidas Marques,2025,280.6,14776,1700000.0,4900.0,17.46,6058.4,0.332,115.1
4104600,Capitao Leonidas Marques,2026,280.6,14776,1700000.0,4900.0,17.46,6058.4,0.332,115.1
4104808,Cascavel,2008,2095.1,291747,6903366.0,54640.0,26.08,3295.0,0.187,23.7
4104808,Cascavel,2009,2095.1,296254,6521000.0,81168.0,38.74,3112.5,0.274,22.0
4104808,Cascavel,2010,2095.1,292797,6597500.0,87598.0,41.81,3149.0,0.299,22.5
4104808,Cascavel,2011,2095.1,289340,6768149.0,92432.0,44.12,3230.5,0.319,23.4
4104808,Cascavel,2012,2095.1,292372,4257793.0,98764.0,47.14,2032.3,0.338,14.6
4104808,Cascavel,2013,2095.1,305615,4385526.0,103702.0,49.5,2093.2,0.339,14.3
4104808,Cascavel,2014,2095.1,309259,4515265.0,101109.0,48.26,2155.2,0.327,14.6
4104808,Cascavel,2015,2095.1,312778,5350000.0,90451.0,43.17,2553.6,0.289,17.1
4104808,Cascavel,2016,2095.1,316226,10556928.0,88889.0,42.43,5038.9,0.281,33.4
4104808,Cascavel,2017,2095.1,319608,9560000.0,126191.0,60.23,4563.0,0.395,29.9
4104808,Cascavel,2018,2095.1,324476,16630000.0,104000.0,49.64,7937.6,0.321,51.3
4104808,Cascavel,2019,2095.1,328454,16962000.0,158000.0,75.41,8096.0,0.481,51.6
4104808,Cascavel,2020,2095.1,332333,17000000.0,150500.0,71.83,8114.2,0.453,51.2
4104808,Cascavel,2021,2095.1,336073,20020000.0,160993.0,76.84,9555.6,0.479,59.6
4104808,Cascavel,2022,2095.1,345417,9400852.0,162286.0,77.46,4487.1,0.47,27.2
4104808,Cascavel,2023,2095.1,354760,9402000.0,143925.0,68.7,4487.6,0.406,26.5
4104808,Cascavel,2024,2095.1,364104,9100000.0,153928.0,73.47,4343.5,0.423,25.0
4104808,Cascavel,2025,2095.1,368195,9100000.0,153928.0,73.47,4343.5,0.418,24.7
4104808,Cascavel,2026,2095.1,368195,9100000.0,153928.0,73.47,4343.5,0.418,24.7
4105300,Ceu Azul,2008,1181.4,11332,1779838.0,18600.0,15.74,1506.5,1.641,157.1
4105300,Ceu Azul,2009,1181.4,11413,1674100.0,39400.0,33.35,1417.0,3.452,146.7
4105300,Ceu Azul,2010,1181.4,11246,1643500.0,33400.0,28.27,1391.1,2.97,146.1
4105300,Ceu Azul,2011,1181.4,11078,1848900.0,30130.0,25.5,1565.0,2.72,166.9
4105300,Ceu Azul,2012,1181.4,11121,2218000.0,42800.0,36.23,1877.4,3.849,199.4
4105300,Ceu Azul,2013,1181.4,11528,2226170.0,35500.0,30.05,1884.3,3.079,193.1
4105300,Ceu Azul,2014,1181.4,11589,2172888.0,32150.0,27.21,1839.2,2.774,187.5
4105300,Ceu Azul,2015,1181.4,11649,2170015.0,31113.0,26.34,1836.8,2.671,186.3
4105300,Ceu Azul,2016,1181.4,11707,2057678.0,31750.0,26.87,1741.7,2.712,175.8
4105300,Ceu Azul,2017,1181.4,11764,2259100.0,31350.0,26.54,1912.2,2.665,192.0
4105300,Ceu Azul,2018,1181.4,11709,2910000.0,34500.0,29.2,2463.2,2.946,248.5
4105300,Ceu Azul,2019,1181.4,11765,2766556.0,27650.0,23.4,2341.8,2.35,235.2
4105300,Ceu Azul,2020,1181.4,11819,2750526.0,28000.0,23.7,2328.2,2.369,232.7
4105300,Ceu Azul,2021,1181.4,11872,4140382.0,22553.0,19.09,3504.6,1.9,348.8
4105300,Ceu Azul,2022,1181.4,11665,4191572.0,19527.0,16.53,3548.0,1.674,359.3
4105300,Ceu Azul,2023,1181.4,11458,3999558.0,17731.0,15.01,3385.4,1.547,349.1
4105300,Ceu Azul,2024,1181.4,11251,4190000.0,18532.0,15.69,3546.6,1.647,372.4
4105300,Ceu Azul,2025,1181.4,11255,4190000.0,18532.0,15.69,3546.6,1.647,372.3
4105300,Ceu Azul,2026,1181.4,11255,4190000.0,18532.0,15.69,3546.6,1.647,372.3
4106308,Corbelia,2008,530.3,15858,1957490.0,13212.0,24.91,3691.3,0.833,123.4
4106308,Corbelia,2009,530.3,15850,1861560.0,14720.0,27.76,3510.4,0.929,117.4
4106308,Corbelia,2010,530.3,16101,1917671.0,15393.0,29.03,3616.2,0.956,119.1
4106308,Corbelia,2011,530.3,16352,2022080.0,16390.0,30.91,3813.1,1.002,123.7
4106308,Corbelia,2012,530.3,16389,1240836.0,14922.0,28.14,2339.9,0.91,75.7
4106308,Corbelia,2013,530.3,16954,1302877.0,15370.0,28.98,2456.9,0.907,76.8
4106308,Corbelia,2014,530.3,17016,1331540.0,12960.0,24.44,2510.9,0.762,78.3
4106308,Corbelia,2015,530.3,17076,1544586.0,12200.0,23.01,2912.7,0.714,90.5
4106308,Corbelia,2016,530.3,17135,1822000.0,16782.0,31.65,3435.8,0.979,106.3
4106308,Corbelia,2017,530.3,17193,4200000.0,15552.0,29.33,7920.0,0.905,244.3
4106308,Corbelia,2018,530.3,17024,3980000.0,19436.0,36.65,7505.2,1.142,233.8
4106308,Corbelia,2019,530.3,17071,3985000.0,15630.0,29.47,7514.6,0.916,233.4
4106308,Corbelia,2020,530.3,17117,3987000.0,12700.0,23.95,7518.4,0.742,232.9
4106308,Corbelia,2021,530.3,17162,4983122.0,13589.0,25.63,9396.8,0.792,290.4
4106308,Corbelia,2022,530.3,17395,5030422.0,11034.0,20.81,9486.0,0.634,289.2
4106308,Corbelia,2023,530.3,17629,4377830.0,15305.0,28.86,8255.4,0.868,248.3
4106308,Corbelia,2024,530.3,17862,4400000.0,16883.0,31.84,8297.2,0.945,246.3
4106308,Corbelia,2025,530.3,17933,4400000.0,16883.0,31.84,8297.2,0.941,245.4
4106308,Corbelia,2026,530.3,17933,4400000.0,16883.0,31.84,8297.2,0.941,245.4
4107157,Diamante D'Oeste,2008,309.8,5110,253273.0,4295.0,13.86,817.5,0.841,49.6
4107157,Diamante D'Oeste,2009,309.8,5129,334100.0,4460.0,14.4,1078.4,0.87,65.1
4107157,Diamante D'Oeste,2010,309.8,5084,312730.0,4400.0,14.2,1009.5,0.865,61.5
4107157,Diamante D'Oeste,2011,309.8,5039,316090.0,4880.0,15.75,1020.3,0.968,62.7
4107157,Diamante D'Oeste,2012,309.8,5050,448500.0,5000.0,16.14,1447.7,0.99,88.8
4107157,Diamante D'Oeste,2013,309.8,5223,486000.0,8400.0,27.11,1568.8,1.608,93.0
4107157,Diamante D'Oeste,2014,309.8,5242,454100.0,8200.0,26.47,1465.8,1.564,86.6
4107157,Diamante D'Oeste,2015,309.8,5259,466990.0,9350.0,30.18,1507.4,1.778,88.8
4107157,Diamante D'Oeste,2016,309.8,5277,334190.0,8680.0,28.02,1078.7,1.645,63.3
4107157,Diamante D'Oeste,2017,309.8,5294,360400.0,8658.0,27.95,1163.3,1.635,68.1
4107157,Diamante D'Oeste,2018,309.8,5239,360200.0,8640.0,27.89,1162.7,1.649,68.8
4107157,Diamante D'Oeste,2019,309.8,5253,280000.0,8605.0,27.78,903.8,1.638,53.3
4107157,Diamante D'Oeste,2020,309.8,5266,395056.0,8620.0,27.82,1275.2,1.637,75.0
4107157,Diamante D'Oeste,2021,309.8,5279,510000.0,18875.0,60.93,1646.2,3.575,96.6
4107157,Diamante D'Oeste,2022,309.8,5038,544122.0,16155.0,52.15,1756.4,3.207,108.0
4107157,Diamante D'Oeste,2023,309.8,4798,671530.0,20834.0,67.25,2167.6,4.342,140.0
4107157,Diamante D'Oeste,2024,309.8,4557,788888.0,21800.0,70.37,2546.4,4.784,173.1
4107157,Diamante D'Oeste,2025,309.8,4513,788888.0,21800.0,70.37,2546.4,4.83,174.8
4107157,Diamante D'Oeste,2026,309.8,4513,788888.0,21800.0,70.37,2546.4,4.83,174.8
4107538,Entre Rios do Oeste,2008,121.2,4043,1140670.0,54950.0,453.38,9411.5,13.591,282.1
4107538,Entre Rios do Oeste,2009,121.2,4113,1000890.0,48836.0,402.94,8258.2,11.874,243.3
4107538,Entre Rios do Oeste,2010,121.2,4042,856200.0,47300.0,390.26,7064.4,11.702,211.8
4107538,Entre Rios do Oeste,2011,121.2,3972,370500.0,82800.0,683.17,3056.9,20.846,93.3
4107538,Entre Rios do Oeste,2012,121.2,4017,360400.0,83000.0,684.82,2973.6,20.662,89.7
4107538,Entre Rios do Oeste,2013,121.2,4202,287000.0,48649.0,401.39,2368.0,11.578,68.3
4107538,Entre Rios do Oeste,2014,121.2,4255,408997.0,231451.0,1909.66,3374.6,54.395,96.1
4107538,Entre Rios do Oeste,2015,121.2,4306,370669.0,208283.0,1718.51,3058.3,48.37,86.1
4107538,Entre Rios do Oeste,2016,121.2,4357,334061.0,223279.0,1842.24,2756.3,51.246,76.7
4107538,Entre Rios do Oeste,2017,121.2,4406,390000.0,245000.0,2021.45,3217.8,55.606,88.5
4107538,Entre Rios do Oeste,2018,121.2,4481,386570.0,243615.0,2010.02,3189.5,54.366,86.3
4107538,Entre Rios do Oeste,2019,121.2,4539,390750.0,243800.0,2011.55,3224.0,53.712,86.1
4107538,Entre Rios do Oeste,2020,121.2,4596,385500.0,244100.0,2014.03,3180.7,53.111,83.9
4107538,Entre Rios do Oeste,2021,121.2,4651,479101.0,207509.0,1712.12,3953.0,44.616,103.0
4107538,Entre Rios do Oeste,2022,121.2,4677,485000.0,171668.0,1416.4,4001.7,36.705,103.7
4107538,Entre Rios do Oeste,2023,121.2,4703,534733.0,173849.0,1434.4,4412.0,36.966,113.7
4107538,Entre Rios do Oeste,2024,121.2,4729,600691.0,169354.0,1397.31,4956.2,35.812,127.0
4107538,Entre Rios do Oeste,2025,121.2,4770,600691.0,169354.0,1397.31,4956.2,35.504,125.9
4107538,Entre Rios do Oeste,2026,121.2,4770,600691.0,169354.0,1397.31,4956.2,35.504,125.9
4108304,Foz do Iguacu,2008,610.5,319189,21482.0,2013.0,3.3,35.2,0.006,0.1
4108304,Foz do Iguacu,2009,610.5,325137,21928.0,1857.0,3.04,35.9,0.006,0.1
4108304,Foz do Iguacu,2010,610.5,290518,21722.0,1861.0,3.05,35.6,0.006,0.1
4108304,Foz do Iguacu,2011,610.5,255900,23200.0,2005.0,3.28,38.0,0.008,0.1
4108304,Foz do Iguacu,2012,610.5,255718,24000.0,1950.0,3.19,39.3,0.008,0.1
4108304,Foz do Iguacu,2013,610.5,263508,18000.0,4250.0,6.96,29.5,0.016,0.1
4108304,Foz do Iguacu,2014,610.5,263647,18500.0,4100.0,6.72,30.3,0.016,0.1
4108304,Foz do Iguacu,2015,610.5,263782,18600.0,4150.0,6.8,30.5,0.016,0.1
4108304,Foz do Iguacu,2016,610.5,263915,16500.0,5650.0,9.25,27.0,0.021,0.1
4108304,Foz do Iguacu,2017,610.5,264044,28408.0,3097.0,5.07,46.5,0.012,0.1
4108304,Foz do Iguacu,2018,610.5,258823,29013.0,3105.0,5.09,47.5,0.012,0.1
4108304,Foz do Iguacu,2019,610.5,258532,28500.0,2902.0,4.75,46.7,0.011,0.1
4108304,Foz do Iguacu,2020,610.5,258248,32400.0,2485.0,4.07,53.1,0.01,0.1
4108304,Foz do Iguacu,2021,610.5,257971,35600.0,2450.0,4.01,58.3,0.009,0.1
4108304,Foz do Iguacu,2022,610.5,270481,42300.0,1984.0,3.25,69.3,0.007,0.2
4108304,Foz do Iguacu,2023,610.5,282990,42800.0,2008.0,3.29,70.1,0.007,0.2
4108304,Foz do Iguacu,2024,610.5,295500,158000.0,5115.0,8.38,258.8,0.017,0.5
4108304,Foz do Iguacu,2025,610.5,297352,158000.0,5115.0,8.38,258.8,0.017,0.5
4108304,Foz do Iguacu,2026,610.5,297352,158000.0,5115.0,8.38,258.8,0.017,0.5
4108809,Guaira,2008,564.8,29594,21050.0,5405.0,9.57,37.3,0.183,0.7
4108809,Guaira,2009,564.8,29664,22200.0,5560.0,9.84,39.3,0.187,0.7
4108809,Guaira,2010,564.8,30262,22700.0,6270.0,11.1,40.2,0.207,0.8
4108809,Guaira,2011,564.8,30861,23100.0,6400.0,11.33,40.9,0.207,0.7
4108809,Guaira,2012,564.8,31013,21700.0,6256.0,11.08,38.4,0.202,0.7
4108809,Guaira,2013,564.8,32190,22400.0,6300.0,11.15,39.7,0.196,0.7
4108809,Guaira,2014,564.8,32394,18500.0,6600.0,11.69,32.8,0.204,0.6
4108809,Guaira,2015,564.8,32591,17000.0,6550.0,11.6,30.1,0.201,0.5
4108809,Guaira,2016,564.8,32784,17200.0,6670.0,11.81,30.5,0.203,0.5
4108809,Guaira,2017,564.8,32974,205000.0,4525.0,8.01,363.0,0.137,6.2
4108809,Guaira,2018,564.8,32923,207150.0,4450.0,7.88,366.8,0.135,6.3
4108809,Guaira,2019,564.8,33119,320000.0,4400.0,7.79,566.6,0.133,9.7
4108809,Guaira,2020,564.8,33310,350000.0,2033.0,3.6,619.7,0.061,10.5
4108809,Guaira,2021,564.8,33497,407000.0,1666.0,2.95,720.6,0.05,12.2
4108809,Guaira,2022,564.8,33320,437000.0,1752.0,3.1,773.7,0.053,13.1
4108809,Guaira,2023,564.8,33143,651143.0,1700.0,3.01,1152.9,0.051,19.6
4108809,Guaira,2024,564.8,32966,571972.0,1200.0,2.12,1012.7,0.036,17.4
4108809,Guaira,2025,564.8,33058,571972.0,1200.0,2.12,1012.7,0.036,17.3
4108809,Guaira,2026,564.8,33058,571972.0,1200.0,2.12,1012.7,0.036,17.3
4109757,Ibema,2008,145.8,6124,644963.0,2480.0,17.01,4423.6,0.405,105.3
4109757,Ibema,2009,145.8,6144,705723.0,869.0,5.96,4840.3,0.141,114.9
4109757,Ibema,2010,145.8,6112,650329.0,905.0,6.21,4460.4,0.148,106.4
4109757,Ibema,2011,145.8,6081,689200.0,934.0,6.41,4727.0,0.154,113.3
4109757,Ibema,2012,145.8,6096,520434.0,1510.0,10.36,3569.5,0.248,85.4
4109757,Ibema,2013,145.8,6306,503526.0,3550.0,24.35,3453.5,0.563,79.8
4109757,Ibema,2014,145.8,6329,500000.0,3009.0,20.64,3429.4,0.475,79.0
4109757,Ibema,2015,145.8,6352,845782.0,1002.0,6.87,5801.0,0.158,133.2
4109757,Ibema,2016,145.8,6374,616082.0,856.0,5.87,4225.5,0.134,96.7
4109757,Ibema,2017,145.8,6396,1572945.0,865.0,5.93,10788.4,0.135,245.9
4109757,Ibema,2018,145.8,6334,1580000.0,703.0,4.82,10836.8,0.111,249.4
4109757,Ibema,2019,145.8,6352,1540000.0,502.0,3.44,10562.4,0.079,242.4
4109757,Ibema,2020,145.8,6370,1560000.0,420.0,2.88,10699.6,0.066,244.9
4109757,Ibema,2021,145.8,6387,909004.0,361.0,2.48,6234.6,0.057,142.3
4109757,Ibema,2022,145.8,6367,999004.0,338.0,2.32,6851.9,0.053,156.9
4109757,Ibema,2023,145.8,6347,1000000.0,318.0,2.18,6858.7,0.05,157.6
4109757,Ibema,2024,145.8,6327,1009000.0,360.0,2.47,6920.4,0.057,159.5
4109757,Ibema,2025,145.8,6343,1009000.0,360.0,2.47,6920.4,0.057,159.1
4109757,Ibema,2026,145.8,6343,1009000.0,360.0,2.47,6920.4,0.057,159.1
4110656,Iracema do Oeste,2008,81.8,2604,168958.0,1714.0,20.95,2065.5,0.658,64.9
4110656,Iracema do Oeste,2009,81.8,2567,200572.0,1865.0,22.8,2452.0,0.727,78.1
4110656,Iracema do Oeste,2010,81.8,2558,199320.0,1559.0,19.06,2436.7,0.609,77.9
4110656,Iracema do Oeste,2011,81.8,2550,259723.0,1632.0,19.95,3175.1,0.64,101.9
4110656,Iracema do Oeste,2012,81.8,2522,265463.0,1525.0,18.64,3245.3,0.605,105.3
4110656,Iracema do Oeste,2013,81.8,2564,285000.0,1600.0,19.56,3484.1,0.624,111.2
4110656,Iracema do Oeste,2014,81.8,2537,453000.0,3746.0,45.79,5537.9,1.477,178.6
4110656,Iracema do Oeste,2015,81.8,2512,451238.0,2571.0,31.43,5516.4,1.023,179.6
4110656,Iracema do Oeste,2016,81.8,2487,509898.0,3068.0,37.51,6233.5,1.234,205.0
4110656,Iracema do Oeste,2017,81.8,2462,493071.0,3844.0,46.99,6027.8,1.561,200.3
4110656,Iracema do Oeste,2018,81.8,2325,504894.0,4300.0,52.57,6172.3,1.849,217.2
4110656,Iracema do Oeste,2019,81.8,2288,531653.0,4150.0,50.73,6499.4,1.814,232.4
4110656,Iracema do Oeste,2020,81.8,2251,503616.0,3190.0,39.0,6156.7,1.417,223.7
4110656,Iracema do Oeste,2021,81.8,2216,602339.0,3590.0,43.89,7363.6,1.62,271.8
4110656,Iracema do Oeste,2022,81.8,2259,674443.0,3966.0,48.48,8245.0,1.756,298.6
4110656,Iracema do Oeste,2023,81.8,2301,560210.0,3238.0,39.58,6848.5,1.407,243.5
4110656,Iracema do Oeste,2024,81.8,2344,462793.0,4711.0,57.59,5657.6,2.01,197.4
4110656,Iracema do Oeste,2025,81.8,2328,462793.0,4711.0,57.59,5657.6,2.024,198.8
4110656,Iracema do Oeste,2026,81.8,2328,462793.0,4711.0,57.59,5657.6,2.024,198.8
4112751,Jesuitas,2008,247.9,8948,1657920.0,8223.0,33.17,6687.9,0.919,185.3
4112751,Jesuitas,2009,247.9,8849,1714438.0,8867.0,35.77,6915.8,1.002,193.7
4112751,Jesuitas,2010,247.9,8894,1992529.0,18870.0,76.12,8037.6,2.122,224.0
4112751,Jesuitas,2011,247.9,8938,1924921.0,8101.0,32.68,7764.9,0.906,215.4
4112751,Jesuitas,2012,247.9,8876,2002366.0,7330.0,29.57,8077.3,0.826,225.6
4112751,Jesuitas,2013,247.9,9072,2002366.0,8200.0,33.08,8077.3,0.904,220.7
4112751,Jesuitas,2014,247.9,9017,2343790.0,54988.0,221.82,9454.6,6.098,259.9
4112751,Jesuitas,2015,247.9,8964,2425922.0,56048.0,226.09,9785.9,6.253,270.6
4112751,Jesuitas,2016,247.9,8912,2770032.0,57700.0,232.76,11174.0,6.474,310.8
4112751,Jesuitas,2017,247.9,8861,2508616.0,61000.0,246.07,10119.5,6.884,283.1
4112751,Jesuitas,2018,247.9,8495,2586716.0,53070.0,214.08,10434.5,6.247,304.5
4112751,Jesuitas,2019,247.9,8412,2653453.0,54138.0,218.39,10703.7,6.436,315.4
